"club"
"Everton FC"
"Burnley FC"
"West Ham United FC"
"AFC Bournemouth"
"Arsenal FC"
"Liverpool FC"
"Manchester United FC"
"Middlesbrough FC"
"Stoke City FC"
"Sunderland AFC"
"Swansea City AFC"
"Crystal Palace FC"
"Southampton FC"
"Tottenham Hotspur FC"
"Watford FC"
"Hull City AFC"
"Chelsea FC"
"Manchester City FC"
"West Bromwich Albion FC"
"Leicester City FC"
